Cluster,Source,Destination,Cdyn Reduction
UNCORE,Gen9LPClient,Gen11,1
COLOR,Gen11LP,Gen11LP,1
EU,Gen11LP,Gen11LP,1.2
FF,Gen11LP,Gen11LP,1.2
GAM,Gen11LP,Gen11LP,1.176
GTI,Gen11LP,Gen11LP,1.08
HDC,Gen11LP,Gen11LP,1.08
L3_Bank,Gen11LP,Gen11LP,1
Other,Gen11LP,Gen11LP,1
RC,Gen11LP,Gen11LP,1
rFF,Gen11LP,Gen11LP,1
ROSC,Gen11LP,Gen11LP,1
ROSS,Gen11LP,Gen11LP,1
Sampler,Gen11LP,Gen11LP,1
Z,Gen11LP,Gen11LP,1
L3Node,Gen11LP,Gen11LP,1
COLOR,Gen11,Gen11LP,1
EU,Gen11,Gen11LP,1
FF,Gen11,Gen11LP,1
GAM,Gen11,Gen11LP,1
GTI,Gen11,Gen11LP,1
HDC,Gen11,Gen11LP,1
L3_Bank,Gen11,Gen11LP,1
Other,Gen11,Gen11LP,1
RC,Gen11,Gen11LP,1
rFF,Gen11,Gen11LP,1
ROSC,Gen11,Gen11LP,1
ROSS,Gen11,Gen11LP,1
Sampler,Gen11,Gen11LP,1
Z,Gen11,Gen11LP,1
L3Node,Gen11,Gen11LP,1
COLOR,Gen10LP,Gen11LP,0.98
EU,Gen10LP,Gen11LP,0.98
FF,Gen10LP,Gen11LP,0.98
GAM,Gen10LP,Gen11LP,0.98
GTI,Gen10LP,Gen11LP,0.98
HDC,Gen10LP,Gen11LP,0.98
L3_Bank,Gen10LP,Gen11LP,1
Other,Gen10LP,Gen11LP,0.98
RC,Gen10LP,Gen11LP,0.98
rFF,Gen10LP,Gen11LP,0.98
ROSC,Gen10LP,Gen11LP,0.98
ROSS,Gen10LP,Gen11LP,0.98
Sampler,Gen10LP,Gen11LP,0.98
Z,Gen10LP,Gen11LP,0.98
L3Node,Gen10LP,Gen11LP,0.98
DSSC,Gen10LP,Gen11LP,0.98
SQIDI,Gen10LP,Gen11LP,0.98
UNCORE,Gen10LP,Gen11LP,0.98
DSSC,Gen11,Gen11LP,1
SQIDI,Gen11,Gen11LP,1
UNCORE,Gen11,Gen11LP,1
DSSC,Gen11LP,Gen11LP,1
SQIDI,Gen11LP,Gen11LP,1
UNCORE,Gen11LP,Gen11LP,1
COLOR,Gen9LPClient,Gen11LP,0.9
EU,Gen9LPClient,Gen11LP,0.9
FF,Gen9LPClient,Gen11LP,0.9
GAM,Gen9LPClient,Gen11LP,0.9
GTI,Gen9LPClient,Gen11LP,0.9
HDC,Gen9LPClient,Gen11LP,0.9
L3_Bank,Gen9LPClient,Gen11LP,0.9
Other,Gen9LPClient,Gen11LP,0.9
RC,Gen9LPClient,Gen11LP,0.9
rFF,Gen9LPClient,Gen11LP,0.9
ROSC,Gen9LPClient,Gen11LP,0.9
ROSS,Gen9LPClient,Gen11LP,0.9
Sampler,Gen9LPClient,Gen11LP,0.9
Z,Gen9LPClient,Gen11LP,0.9
L3Node,Gen9LPClient,Gen11LP,0.9
DSSC,Gen9LPClient,Gen11LP,1
SQIDI,Gen9LPClient,Gen11LP,1
UNCORE,Gen9LPClient,Gen11LP,1
COLOR,Gen9LPSoC,Gen11LP,0.9
EU,Gen9LPSoC,Gen11LP,0.9
FF,Gen9LPSoC,Gen11LP,0.9
GAM,Gen9LPSoC,Gen11LP,0.9
GTI,Gen9LPSoC,Gen11LP,0.9
HDC,Gen9LPSoC,Gen11LP,0.9
L3_Bank,Gen9LPSoC,Gen11LP,0.9
Other,Gen9LPSoC,Gen11LP,0.9
RC,Gen9LPSoC,Gen11LP,0.9
rFF,Gen9LPSoC,Gen11LP,0.9
ROSC,Gen9LPSoC,Gen11LP,0.9
ROSS,Gen9LPSoC,Gen11LP,0.9
Sampler,Gen9LPSoC,Gen11LP,0.9
Z,Gen9LPSoC,Gen11LP,0.9
L3Node,Gen9LPSoC,Gen11LP,0.9
DSSC,Gen9LPSoC,Gen11LP,0.9
COLOR,Gen11LP,Gen12LP,0.9
COLOR,Gen11,Gen12LP,0.9
COLOR,Gen10LP,Gen12LP,0.882
COLOR,Gen9LPClient,Gen12LP,0.81
COLOR,Gen9LPSoC,Gen12LP,0.81
COLOR,Gen12LP,Gen12LP,1
DSSC,Gen10LP,Gen12LP,0.882
DSSC,Gen11,Gen12LP,0.9
DSSC,Gen11LP,Gen12LP,0.9
DSSC,Gen9LPClient,Gen12LP,0.9
DSSC,Gen9LPSoC,Gen12LP,0.81
EU,Gen11LP,Gen12LP,0.9
EU,Gen11,Gen12LP,0.9
EU,Gen10LP,Gen12LP,0.882
EU,Gen9LPClient,Gen12LP,0.81
EU,Gen9LPSoC,Gen12LP,0.81
EU,Gen12LP,Gen12LP,1
FF,Gen11LP,Gen12LP,0.9
FF,Gen11,Gen12LP,0.9
FF,Gen10LP,Gen12LP,0.882
FF,Gen9LPClient,Gen12LP,0.81
FF,Gen9LPSoC,Gen12LP,0.81
FF,Gen12LP,Gen12LP,1
GAM,Gen11LP,Gen12LP,0.9
GAM,Gen11,Gen12LP,0.9
GAM,Gen10LP,Gen12LP,0.882
GAM,Gen9LPClient,Gen12LP,0.81
GAM,Gen9LPSoC,Gen12LP,0.81
GAM,Gen12LP,Gen12LP,1
GTI,Gen11LP,Gen12LP,0.9
GTI,Gen11,Gen12LP,0.9
GTI,Gen10LP,Gen12LP,0.882
GTI,Gen9LPClient,Gen12LP,0.81
GTI,Gen9LPSoC,Gen12LP,0.81
GTI,Gen12LP,Gen12LP,1
HDC,Gen11LP,Gen12LP,0.9
HDC,Gen11,Gen12LP,0.9
HDC,Gen10LP,Gen12LP,0.882
HDC,Gen9LPClient,Gen12LP,0.81
HDC,Gen9LPSoC,Gen12LP,0.81
HDC,Gen12LP,Gen12LP,1
L3_Bank,Gen11LP,Gen12LP,0.9
L3_Bank,Gen11,Gen12LP,0.9
L3_Bank,Gen10LP,Gen12LP,0.9
L3_Bank,Gen9LPClient,Gen12LP,0.81
L3_Bank,Gen9LPSoC,Gen12LP,0.81
L3_Bank,Gen12LP,Gen12LP,1
L3Node,Gen11LP,Gen12LP,0.9
L3Node,Gen11,Gen12LP,0.9
L3Node,Gen10LP,Gen12LP,0.882
L3Node,Gen9LPClient,Gen12LP,0.81
L3Node,Gen9LPSoC,Gen12LP,0.81
L3Node,Gen12LP,Gen12LP,1
Other,Gen11LP,Gen12LP,0.9
Other,Gen11,Gen12LP,0.9
Other,Gen10LP,Gen12LP,0.882
Other,Gen9LPClient,Gen12LP,0.81
Other,Gen9LPSoC,Gen12LP,0.81
Other,Gen12LP,Gen12LP,1
RC,Gen11LP,Gen12LP,0.9
RC,Gen11,Gen12LP,0.9
RC,Gen10LP,Gen12LP,0.882
RC,Gen9LPClient,Gen12LP,0.81
RC,Gen9LPSoC,Gen12LP,0.81
RC,Gen12LP,Gen12LP,1
rFF,Gen11LP,Gen12LP,0.9
rFF,Gen11,Gen12LP,0.9
rFF,Gen10LP,Gen12LP,0.882
rFF,Gen9LPClient,Gen12LP,0.81
rFF,Gen9LPSoC,Gen12LP,0.81
rFF,Gen12LP,Gen12LP,1
ROSC,Gen11LP,Gen12LP,0.9
ROSC,Gen11,Gen12LP,0.9
ROSC,Gen10LP,Gen12LP,0.882
ROSC,Gen9LPClient,Gen12LP,0.81
ROSC,Gen9LPSoC,Gen12LP,0.81
ROSC,Gen12LP,Gen12LP,1
ROSS,Gen11LP,Gen12LP,0.9
ROSS,Gen11,Gen12LP,0.9
ROSS,Gen10LP,Gen12LP,0.882
ROSS,Gen9LPClient,Gen12LP,0.81
ROSS,Gen9LPSoC,Gen12LP,0.81
ROSS,Gen12LP,Gen12LP,1
Sampler,Gen11LP,Gen12LP,0.9
Sampler,Gen11,Gen12LP,0.9
Sampler,Gen10LP,Gen12LP,0.882
Sampler,Gen9LPClient,Gen12LP,0.81
Sampler,Gen9LPSoC,Gen12LP,0.81
Sampler,Gen12LP,Gen12LP,1
SQIDI,Gen10LP,Gen12LP,0.882
SQIDI,Gen11,Gen12LP,0.9
SQIDI,Gen11LP,Gen12LP,0.9
SQIDI,Gen9LPClient,Gen12LP,0.9
UNCORE,Gen10LP,Gen12LP,0.882
UNCORE,Gen11,Gen12LP,0.9
UNCORE,Gen11LP,Gen12LP,0.9
UNCORE,Gen9LPClient,Gen12LP,0.9
Z,Gen11LP,Gen12LP,0.9
Z,Gen11,Gen12LP,0.9
Z,Gen10LP,Gen12LP,0.882
Z,Gen9LPClient,Gen12LP,0.81
Z,Gen9LPSoC,Gen12LP,0.81
Z,Gen12LP,Gen12LP,1
COLOR,Gen10LP,Gen12HP_512,4.2408
COLOR,Gen8,Gen12HP_512,3.21408
COLOR,Gen8SoC,Gen12HP_512,3.21408
COLOR,Gen9LPClient,Gen12HP_512,3.7446264
COLOR,Gen9LPSoC,Gen12HP_512,4.0176
COLOR,Gen11,Gen12HP_512,4.464
COLOR,Gen11LP,Gen12HP_512,4.8
COLOR,Gen12LP,Gen12HP_512,5.333333333
DSSC,Gen11,Gen12HP_512,4.464
DSSC,Gen10LP,Gen12HP_512,4.2408
DSSC,Gen9LPClient,Gen12HP_512,3.7446264
DSSC,Gen11LP,Gen12HP_512,4.8
DSSC,Gen10LP,Gen12HP_512,4.2408
DSSC,Gen9LPSoC,Gen12HP_512,4.0176
DSSC,Gen12LP,Gen12HP_512,5.333333333
EU,Gen10LP,Gen12HP_512,4.753333333
EU,Gen8,Gen12HP_512,3.4224
EU,Gen8SoC,Gen12HP_512,3.4224
EU,Gen9LPClient,Gen12HP_512,4.197193333
EU,Gen9LPSoC,Gen12HP_512,4.278
EU,Gen11,Gen12HP_512,4.753333333
EU,Gen11LP,Gen12HP_512,5.111111111
EU,Gen12LP,Gen12HP_512,5.679012346
Fabric,Gen11,Gen12HP_512,3.600000726
Fabric,Gen10LP,Gen12HP_512,3.348000675
Fabric,Gen11LP,Gen12HP_512,3.600000726
Fabric,Gen12LP,Gen12HP_512,4.000000807
FF,Gen10LP,Gen12HP_512,5.356799665
FF,Gen8,Gen12HP_512,3.856895759
FF,Gen8SoC,Gen12HP_512,3.856895759
FF,Gen9LPClient,Gen12HP_512,4.730054104
FF,Gen9LPSoC,Gen12HP_512,4.821119699
FF,Gen11,Gen12HP_512,5.356799665
FF,Gen11LP,Gen12HP_512,5.75999964
FF,Gen12LP,Gen12HP_512,6.3999996
GAM,Gen10LP,Gen12HP_512,4.907331
GAM,Gen8,Gen12HP_512,3.53327832
GAM,Gen8SoC,Gen12HP_512,3.53327832
GAM,Gen9LPClient,Gen12HP_512,4.333173273
GAM,Gen9LPSoC,Gen12HP_512,4.4165979
GAM,Gen11,Gen12HP_512,4.907331
GAM,Gen11LP,Gen12HP_512,5.2767
GAM,Gen12LP,Gen12HP_512,5.863
GTI,Gen10LP,Gen12HP_512,4.40321427
GTI,Gen8,Gen12HP_512,3.37267476
GTI,Gen8SoC,Gen12HP_512,3.37267476
GTI,Gen9LPClient,Gen12HP_512,3.8880382
GTI,Gen9LPSoC,Gen12HP_512,4.21584345
GTI,Gen11,Gen12HP_512,4.6842705
GTI,Gen11LP,Gen12HP_512,5.03685
GTI,Gen12LP,Gen12HP_512,5.5965
HDC,Gen10LP,Gen12HP_512,4.6872
HDC,Gen8,Gen12HP_512,3.374784
HDC,Gen8SoC,Gen12HP_512,3.374784
HDC,Gen9LPClient,Gen12HP_512,4.1387976
HDC,Gen9LPSoC,Gen12HP_512,4.21848
HDC,Gen11,Gen12HP_512,4.6872
HDC,Gen11LP,Gen12HP_512,5.04
HDC,Gen12LP,Gen12HP_512,5.6
L3_Bank,Gen10LP,Gen12HP_512,3.3459075
L3_Bank,Gen8,Gen12HP_512,2.4090534
L3_Bank,Gen8SoC,Gen12HP_512,2.4090534
L3_Bank,Gen9LPClient,Gen12HP_512,2.954436323
L3_Bank,Gen9LPSoC,Gen12HP_512,3.01131675
L3_Bank,Gen11,Gen12HP_512,3.59775
L3_Bank,Gen11LP,Gen12HP_512,3.59775
L3_Bank,Gen12LP,Gen12HP_512,3.9975
L3Node,Gen10LP,Gen12HP_512,3.348001523
L3Node,Gen8,Gen12HP_512,2.410561096
L3Node,Gen8SoC,Gen12HP_512,2.410561096
L3Node,Gen9LPClient,Gen12HP_512,2.956285345
L3Node,Gen9LPSoC,Gen12HP_512,3.01320137
L3Node,Gen11,Gen12HP_512,3.600001637
L3Node,Gen11LP,Gen12HP_512,3.600001637
L3Node,Gen12LP,Gen12HP_512,4.000001819
Other,Gen10LP,Gen12HP_512,4.46121
Other,Gen8,Gen12HP_512,3.2120712
Other,Gen8SoC,Gen12HP_512,3.2120712
Other,Gen9LPClient,Gen12HP_512,3.93924843
Other,Gen9LPSoC,Gen12HP_512,4.015089
Other,Gen11,Gen12HP_512,4.46121
Other,Gen11LP,Gen12HP_512,4.797
Other,Gen12LP,Gen12HP_512,5.33
RC,Gen10LP,Gen12HP_512,4.0176
RC,Gen8,Gen12HP_512,2.892672
RC,Gen8SoC,Gen12HP_512,2.892672
RC,Gen9LPClient,Gen12HP_512,3.5475408
RC,Gen9LPSoC,Gen12HP_512,3.61584
RC,Gen11,Gen12HP_512,4.0176
RC,Gen11LP,Gen12HP_512,4.32
RC,Gen12LP,Gen12HP_512,4.8
rFF,Gen10LP,Gen12HP_512,5.356796652
rFF,Gen8,Gen12HP_512,3.856893589
rFF,Gen8SoC,Gen12HP_512,3.856893589
rFF,Gen9LPClient,Gen12HP_512,4.730051444
rFF,Gen9LPSoC,Gen12HP_512,4.821116987
rFF,Gen11,Gen12HP_512,5.356796652
rFF,Gen11LP,Gen12HP_512,5.7599964
rFF,Gen12LP,Gen12HP_512,6.399996
ROSC,Gen10LP,Gen12HP_512,4.2408
ROSC,Gen8,Gen12HP_512,3.21408
ROSC,Gen8SoC,Gen12HP_512,3.21408
ROSC,Gen9LPClient,Gen12HP_512,3.7446264
ROSC,Gen9LPSoC,Gen12HP_512,4.0176
ROSC,Gen11,Gen12HP_512,4.464
ROSC,Gen11LP,Gen12HP_512,4.8
ROSC,Gen12LP,Gen12HP_512,5.333333333
ROSS,Gen10LP,Gen12HP_512,4.464
ROSS,Gen8,Gen12HP_512,3.21408
ROSS,Gen8SoC,Gen12HP_512,3.21408
ROSS,Gen9LPClient,Gen12HP_512,3.941712
ROSS,Gen9LPSoC,Gen12HP_512,4.0176
ROSS,Gen11,Gen12HP_512,4.464
ROSS,Gen11LP,Gen12HP_512,4.8
ROSS,Gen12LP,Gen12HP_512,5.333333333
Sampler,Gen10LP,Gen12HP_512,3.321216
Sampler,Gen8,Gen12HP_512,2.571264
Sampler,Gen8SoC,Gen12HP_512,2.571264
Sampler,Gen9LPClient,Gen12HP_512,2.932633728
Sampler,Gen9LPSoC,Gen12HP_512,3.21408
Sampler,Gen11,Gen12HP_512,3.5712
Sampler,Gen11LP,Gen12HP_512,3.84
Sampler,Gen12LP,Gen12HP_512,4.266666667
SQIDI,Gen11,Gen12HP_512,5.03685
SQIDI,Gen10LP,Gen12HP_512,4.40321427
SQIDI,Gen11LP,Gen12HP_512,5.03685
SQIDI,Gen12LP,Gen12HP_512,5.5965
UNCORE,Gen10LP,Gen12HP_512,4.40321427
UNCORE,Gen11,Gen12HP_512,5.03685
UNCORE,Gen11LP,Gen12HP_512,5.03685
UNCORE,Gen12LP,Gen12HP_512,5.5965
Z,Gen10LP,Gen12HP_512,4.33008
Z,Gen8,Gen12HP_512,3.21408
Z,Gen8SoC,Gen12HP_512,3.21408
Z,Gen9LPClient,Gen12HP_512,3.82346064
Z,Gen9LPSoC,Gen12HP_512,4.0176
Z,Gen11,Gen12HP_512,4.464
Z,Gen11LP,Gen12HP_512,4.8
Z,Gen12LP,Gen12HP_512,5.333333333
COLOR,Gen10LP,Gen12HP_384,3.1806
COLOR,Gen8,Gen12HP_384,2.41056
COLOR,Gen8SoC,Gen12HP_384,2.41056
COLOR,Gen9LPClient,Gen12HP_384,2.8084698
COLOR,Gen9LPSoC,Gen12HP_384,3.0132
COLOR,Gen11,Gen12HP_384,3.348
COLOR,Gen11LP,Gen12HP_384,3.6
COLOR,Gen12LP,Gen12HP_384,4
DSSC,Gen11,Gen12HP_384,3.348
DSSC,Gen10LP,Gen12HP_384,3.1806
DSSC,Gen9LPClient,Gen12HP_384,2.8084698
DSSC,Gen11LP,Gen12HP_384,3.6
DSSC,Gen10LP,Gen12HP_384,3.1806
DSSC,Gen9LPSoC,Gen12HP_384,3.0132
DSSC,Gen12LP,Gen12HP_384,4
EU,Gen10LP,Gen12HP_384,3.565
EU,Gen8,Gen12HP_384,2.5668
EU,Gen8SoC,Gen12HP_384,2.5668
EU,Gen9LPClient,Gen12HP_384,3.147895
EU,Gen9LPSoC,Gen12HP_384,3.2085
EU,Gen11,Gen12HP_384,3.565
EU,Gen11LP,Gen12HP_384,3.833333333
EU,Gen12LP,Gen12HP_384,4.259259259
Fabric,Gen11,Gen12HP_384,2.7
Fabric,Gen10LP,Gen12HP_384,2.511
Fabric,Gen11LP,Gen12HP_384,2.7
Fabric,Gen12LP,Gen12HP_384,3
FF,Gen10LP,Gen12HP_384,4.017599749
FF,Gen8,Gen12HP_384,2.892671819
FF,Gen8SoC,Gen12HP_384,2.892671819
FF,Gen9LPClient,Gen12HP_384,3.547540578
FF,Gen9LPSoC,Gen12HP_384,3.615839774
FF,Gen11,Gen12HP_384,4.017599749
FF,Gen11LP,Gen12HP_384,4.31999973
FF,Gen12LP,Gen12HP_384,4.7999997
GAM,Gen10LP,Gen12HP_384,3.6828
GAM,Gen8,Gen12HP_384,2.651616
GAM,Gen8SoC,Gen12HP_384,2.651616
GAM,Gen9LPClient,Gen12HP_384,3.2519124
GAM,Gen9LPSoC,Gen12HP_384,3.31452
GAM,Gen11,Gen12HP_384,3.6828
GAM,Gen11LP,Gen12HP_384,3.96
GAM,Gen12LP,Gen12HP_384,4.4
GTI,Gen10LP,Gen12HP_384,3.304476
GTI,Gen8,Gen12HP_384,2.531088
GTI,Gen8SoC,Gen12HP_384,2.531088
GTI,Gen9LPClient,Gen12HP_384,2.917852308
GTI,Gen9LPSoC,Gen12HP_384,3.16386
GTI,Gen11,Gen12HP_384,3.5154
GTI,Gen11LP,Gen12HP_384,3.78
GTI,Gen12LP,Gen12HP_384,4.2
HDC,Gen10LP,Gen12HP_384,3.5154
HDC,Gen8,Gen12HP_384,2.531088
HDC,Gen8SoC,Gen12HP_384,2.531088
HDC,Gen9LPClient,Gen12HP_384,3.1040982
HDC,Gen9LPSoC,Gen12HP_384,3.16386
HDC,Gen11,Gen12HP_384,3.5154
HDC,Gen11LP,Gen12HP_384,3.78
HDC,Gen12LP,Gen12HP_384,4.2
L3_Bank,Gen10LP,Gen12HP_384,2.511
L3_Bank,Gen8,Gen12HP_384,1.80792
L3_Bank,Gen8SoC,Gen12HP_384,1.80792
L3_Bank,Gen9LPClient,Gen12HP_384,2.217213
L3_Bank,Gen9LPSoC,Gen12HP_384,2.2599
L3_Bank,Gen11,Gen12HP_384,2.7
L3_Bank,Gen11LP,Gen12HP_384,2.7
L3_Bank,Gen12LP,Gen12HP_384,3
L3Node,Gen10LP,Gen12HP_384,2.4975
L3Node,Gen8,Gen12HP_384,1.7982
L3Node,Gen8SoC,Gen12HP_384,1.7982
L3Node,Gen9LPClient,Gen12HP_384,2.2052925
L3Node,Gen9LPSoC,Gen12HP_384,2.24775
L3Node,Gen11,Gen12HP_384,2.685483871
L3Node,Gen11LP,Gen12HP_384,2.685483871
L3Node,Gen12LP,Gen12HP_384,2.983870968
Other,Gen10LP,Gen12HP_384,3.348
Other,Gen8,Gen12HP_384,2.41056
Other,Gen8SoC,Gen12HP_384,2.41056
Other,Gen9LPClient,Gen12HP_384,2.956284
Other,Gen9LPSoC,Gen12HP_384,3.0132
Other,Gen11,Gen12HP_384,3.348
Other,Gen11LP,Gen12HP_384,3.6
Other,Gen12LP,Gen12HP_384,4
RC,Gen10LP,Gen12HP_384,3.0132
RC,Gen8,Gen12HP_384,2.169504
RC,Gen8SoC,Gen12HP_384,2.169504
RC,Gen9LPClient,Gen12HP_384,2.6606556
RC,Gen9LPSoC,Gen12HP_384,2.71188
RC,Gen11,Gen12HP_384,3.0132
RC,Gen11LP,Gen12HP_384,3.24
RC,Gen12LP,Gen12HP_384,3.6
rFF,Gen10LP,Gen12HP_384,4.0176
rFF,Gen8,Gen12HP_384,2.892672
rFF,Gen8SoC,Gen12HP_384,2.892672
rFF,Gen9LPClient,Gen12HP_384,3.5475408
rFF,Gen9LPSoC,Gen12HP_384,3.61584
rFF,Gen11,Gen12HP_384,4.0176
rFF,Gen11LP,Gen12HP_384,4.32
rFF,Gen12LP,Gen12HP_384,4.8
ROSC,Gen10LP,Gen12HP_384,3.1806
ROSC,Gen8,Gen12HP_384,2.41056
ROSC,Gen8SoC,Gen12HP_384,2.41056
ROSC,Gen9LPClient,Gen12HP_384,2.8084698
ROSC,Gen9LPSoC,Gen12HP_384,3.0132
ROSC,Gen11,Gen12HP_384,3.348
ROSC,Gen11LP,Gen12HP_384,3.6
ROSC,Gen12LP,Gen12HP_384,4
ROSS,Gen10LP,Gen12HP_384,3.348
ROSS,Gen8,Gen12HP_384,2.41056
ROSS,Gen8SoC,Gen12HP_384,2.41056
ROSS,Gen9LPClient,Gen12HP_384,2.956284
ROSS,Gen9LPSoC,Gen12HP_384,3.0132
ROSS,Gen11,Gen12HP_384,3.348
ROSS,Gen11LP,Gen12HP_384,3.6
ROSS,Gen12LP,Gen12HP_384,4
Sampler,Gen10LP,Gen12HP_384,2.490912
Sampler,Gen8,Gen12HP_384,1.928448
Sampler,Gen8SoC,Gen12HP_384,1.928448
Sampler,Gen9LPClient,Gen12HP_384,2.199475296
Sampler,Gen9LPSoC,Gen12HP_384,2.41056
Sampler,Gen11,Gen12HP_384,2.6784
Sampler,Gen11LP,Gen12HP_384,2.88
Sampler,Gen12LP,Gen12HP_384,3.2
SQIDI,Gen11,Gen12HP_384,3.78
SQIDI,Gen10LP,Gen12HP_384,3.304476
SQIDI,Gen11LP,Gen12HP_384,3.78
SQIDI,Gen12LP,Gen12HP_384,4.2
UNCORE,Gen10LP,Gen12HP_384,3.304476
UNCORE,Gen11,Gen12HP_384,3.78
UNCORE,Gen11LP,Gen12HP_384,3.78
UNCORE,Gen12LP,Gen12HP_384,4.2
Z,Gen10LP,Gen12HP_384,3.24756
Z,Gen8,Gen12HP_384,2.41056
Z,Gen8SoC,Gen12HP_384,2.41056
Z,Gen9LPClient,Gen12HP_384,2.86759548
Z,Gen9LPSoC,Gen12HP_384,3.0132
Z,Gen11,Gen12HP_384,3.348
Z,Gen11LP,Gen12HP_384,3.6
Z,Gen12LP,Gen12HP_384,4
COLOR,Gen11LP,Gen12DG,0.9
EU,Gen11LP,Gen12DG,0.9
FF,Gen11LP,Gen12DG,0.9
GAM,Gen11LP,Gen12DG,0.9
GTI,Gen11LP,Gen12DG,0.9
HDC,Gen11LP,Gen12DG,0.9
L3_Bank,Gen11LP,Gen12DG,0.9
Other,Gen11LP,Gen12DG,0.9
RC,Gen11LP,Gen12DG,0.9
rFF,Gen11LP,Gen12DG,0.9
ROSC,Gen11LP,Gen12DG,0.9
ROSS,Gen11LP,Gen12DG,0.9
Sampler,Gen11LP,Gen12DG,0.9
Z,Gen11LP,Gen12DG,0.9
L3Node,Gen11LP,Gen12DG,0.9
COLOR,Gen11,Gen12DG,0.9
EU,Gen11,Gen12DG,0.9
FF,Gen11,Gen12DG,0.9
GAM,Gen11,Gen12DG,0.9
GTI,Gen11,Gen12DG,0.9
HDC,Gen11,Gen12DG,0.9
L3_Bank,Gen11,Gen12DG,0.9
Other,Gen11,Gen12DG,0.9
RC,Gen11,Gen12DG,0.9
rFF,Gen11,Gen12DG,0.9
ROSC,Gen11,Gen12DG,0.9
ROSS,Gen11,Gen12DG,0.9
Sampler,Gen11,Gen12DG,0.9
Z,Gen11,Gen12DG,0.9
L3Node,Gen11,Gen12DG,0.9
COLOR,Gen10LP,Gen12DG,0.882
EU,Gen10LP,Gen12DG,0.882
FF,Gen10LP,Gen12DG,0.882
GAM,Gen10LP,Gen12DG,0.882
GTI,Gen10LP,Gen12DG,0.882
HDC,Gen10LP,Gen12DG,0.882
L3_Bank,Gen10LP,Gen12DG,0.9
Other,Gen10LP,Gen12DG,0.882
RC,Gen10LP,Gen12DG,0.882
rFF,Gen10LP,Gen12DG,0.882
ROSC,Gen10LP,Gen12DG,0.882
ROSS,Gen10LP,Gen12DG,0.882
Sampler,Gen10LP,Gen12DG,0.882
Z,Gen10LP,Gen12DG,0.882
L3Node,Gen10LP,Gen12DG,0.882
DSSC,Gen10LP,Gen12DG,0.882
SQIDI,Gen10LP,Gen12DG,0.882
UNCORE,Gen10LP,Gen12DG,0.882
DSSC,Gen11,Gen12DG,0.9
SQIDI,Gen11,Gen12DG,0.9
UNCORE,Gen11,Gen12DG,0.9
DSSC,Gen11LP,Gen12DG,0.9
SQIDI,Gen11LP,Gen12DG,0.9
UNCORE,Gen11LP,Gen12DG,0.9
COLOR,Gen9LPClient,Gen12DG,0.81
EU,Gen9LPClient,Gen12DG,0.81
FF,Gen9LPClient,Gen12DG,0.81
GAM,Gen9LPClient,Gen12DG,0.81
GTI,Gen9LPClient,Gen12DG,0.81
HDC,Gen9LPClient,Gen12DG,0.81
L3_Bank,Gen9LPClient,Gen12DG,0.81
Other,Gen9LPClient,Gen12DG,0.81
RC,Gen9LPClient,Gen12DG,0.81
rFF,Gen9LPClient,Gen12DG,0.81
ROSC,Gen9LPClient,Gen12DG,0.81
ROSS,Gen9LPClient,Gen12DG,0.81
Sampler,Gen9LPClient,Gen12DG,0.81
Z,Gen9LPClient,Gen12DG,0.81
L3Node,Gen9LPClient,Gen12DG,0.81
DSSC,Gen9LPClient,Gen12DG,0.9
SQIDI,Gen9LPClient,Gen12DG,0.9
UNCORE,Gen9LPClient,Gen12DG,0.9
COLOR,Gen9LPSoC,Gen12DG,0.81
EU,Gen9LPSoC,Gen12DG,0.81
FF,Gen9LPSoC,Gen12DG,0.81
GAM,Gen9LPSoC,Gen12DG,0.81
GTI,Gen9LPSoC,Gen12DG,0.81
HDC,Gen9LPSoC,Gen12DG,0.81
L3_Bank,Gen9LPSoC,Gen12DG,0.81
Other,Gen9LPSoC,Gen12DG,0.81
RC,Gen9LPSoC,Gen12DG,0.81
rFF,Gen9LPSoC,Gen12DG,0.81
ROSC,Gen9LPSoC,Gen12DG,0.81
ROSS,Gen9LPSoC,Gen12DG,0.81
Sampler,Gen9LPSoC,Gen12DG,0.81
Z,Gen9LPSoC,Gen12DG,0.81
L3Node,Gen9LPSoC,Gen12DG,0.81
DSSC,Gen9LPSoC,Gen12DG,0.81
COLOR,Gen12LP,Gen12DG,1
EU,Gen12LP,Gen12DG,1
FF,Gen12LP,Gen12DG,1
GAM,Gen12LP,Gen12DG,1
GTI,Gen12LP,Gen12DG,1
HDC,Gen12LP,Gen12DG,1
L3_Bank,Gen12LP,Gen12DG,1
Other,Gen12LP,Gen12DG,1
RC,Gen12LP,Gen12DG,1
rFF,Gen12LP,Gen12DG,1
ROSC,Gen12LP,Gen12DG,1
ROSS,Gen12LP,Gen12DG,1
Sampler,Gen12LP,Gen12DG,1
Z,Gen12LP,Gen12DG,1
L3Node,Gen12LP,Gen12DG,1
COLOR,Gen12DG,Gen12DG,1
EU,Gen12DG,Gen12DG,1
FF,Gen12DG,Gen12DG,1
GAM,Gen12DG,Gen12DG,1
GTI,Gen12DG,Gen12DG,1
HDC,Gen12DG,Gen12DG,1
L3_Bank,Gen12DG,Gen12DG,1
Other,Gen12DG,Gen12DG,1
RC,Gen12DG,Gen12DG,1
rFF,Gen12DG,Gen12DG,1
ROSC,Gen12DG,Gen12DG,1
ROSS,Gen12DG,Gen12DG,1
